id,create_date,product_id,content,trip_start_date,user_name
368,2021-06-24 08:49:17,4219314304,这个团总体还是很不错的，住的不错，符合要求！让我对跟团游发生改观，但是说好的睡到九点半**并没有呢，还是七点多就**了，团餐也还行，虽然没有强制性购物但是最后一天时间全在购物点了，不过也不要紧，毕竟行程之中的安排！,2016-06-30,c***2
370,2021-06-24 08:49:21,4219314304,价格便宜，服务质量好。,2016-06-30,z***6
371,2021-06-24 08:49:23,4219314304,玩得非常愉快,2016-06-30,z***5
372,2021-06-24 08:49:25,4219314304,很不错，导游很热情，讲解也很幽默，九寨沟的景色真的是太好了，不去真的会遗憾的，唯一美中不足的就是吃的团餐很差，总体来说这次的体验还是不错的。,2016-06-30,k***4
373,2021-06-24 08:49:28,4219314304,客服很细心，告诉我们去九寨沟要带的必需品，导游服务也很到位，进了购物店的但是也没有强制消费，九寨沟的景色确实很美，值得一看，不过餐确实是不好吃，不过事先客服已经告知过了，我们自己准备了一些零食。总体来说行程安排还是很满意的！,2016-06-30,k***4
374,2021-06-24 08:49:50,4219314304,要不是导游和其它工作人员态度好，我就投诉那个接车的师傅了。太度一点都不好，说了接我们的时间就把电话挂了。哎，算了。毕竟这三天都是导游陪着我们，一路上导游态度都超好。对我们特别照顾，虽然有推荐消费，但是都没有强制消费,2016-06-30,l***5
375,2021-06-24 08:49:52,4219314304,导游很好，玩得很开心。没有任何强制消费。,2016-06-30,s***0
377,2021-06-24 08:49:56,4219314304,除了90后加了钱不满意，其他的都还是非常满意。不过算下来也差不多，比自己去划算。学生证还有优惠，虽然加了钱，算下来也差不多。其他旅行社都不收我们全是90后，这一家让我圆了去九寨沟的梦。还是很感谢,2016-06-30,d***4
378,2021-06-24 08:49:58,4219314304,朋友介绍来的，虽然吃的不是住的不是很好。但是可以理解，毕竟团费这么便宜划算。还有可能那边,2016-06-30,s***0
380,2021-06-24 08:50:03,4219314304,性价比很高，对比了很多家。最后还是选择了这家，第一天和第二天都是纯景区游玩，第三天虽然去了购物店，但是导游都是让我们自愿选择消费。这一点我真的很满意，以前朋友去的时候说遇到导游强制消费。感觉自己这次超幸运，一路都很开心,2016-06-30,m***2
381,2021-06-24 08:50:05,4219314304,吃得不是很好，那边的吃的真的不要报太大希望。但是风景很美，开物超所值。下次还会再来,2016-06-30,m***2
382,2021-06-24 08:50:07,4219314304,这次玩得很开心，导游人超好，一路上给我们讲解那边的风土人情，感觉特别有趣，自己去好玩，一个团边周边玩，还认识了好多朋友。开心,2016-06-30,w***4
379,2021-06-24 08:50:01,4219314304,"我们是8号家庭！导游青青！司机肯定老司机，哈哈。车技很棒，而且很幽默！必须要给一个大大的赞，一路上欢声笑语，而且服务超级周到。全程没有强制消费，我们自己买了一些好吃的，很棒！九寨沟，不虚此行！下一次带父母来！",2016-07-04,不***根
369,2021-06-24 08:49:19,4219314304,很好，下次来成都还来玩,2016-07-12,z***6
126,2021-06-23 16:26:24,180309602,玩得非常愉快,2016-07-14,t***0
239,2021-06-23 17:03:52,2127104418,总的来说这个旅游团还可以，旅游车，住宿，酒店餐还都可以，景区也很满意，不愧是是五A景区，都很干净，景色很美,2016-07-14,t***0
128,2021-06-23 16:26:28,2231027734,很累，但是很漂亮，游玩内容很丰富，吃住都很不错，导游也很认真负责,2016-07-15,t***0
127,2021-06-23 16:26:26,180309602,"很好很赞的一次旅途，整体感觉四川的旅游都很享受。导游的素质也很高。
对四川和陕西导游的印象都特别好，然后云南和北京的导游素质都差。",2016-07-16,t***0
124,2021-06-23 16:26:20,2231027734,导游很和善，不会说强制消费，随意，人也不错，爽快，行程比较紧，不过合适，餐饮很好吃，并不是之前网上看到的饭很难吃，唯一就是有点点硬而已，在宾馆的饭菜相当可口清爽，服务也超级好，师傅开车很稳当，运气很好，没有堵车而且阳光明媚，这个价格太值得，我和弟弟一直觉得太划算都不好意思了,2016-07-20,b***8
365,2021-06-24 08:49:11,4219314304,"我是22出发的8号家庭,虽然一个人，在导游宇哥的带领下玩的很开心，宇哥很幽默风趣，对我们很好，一路上给我们讲解了很多藏羌文化，一路上的景色很美，九寨沟风景更没话说，住宿吃的方面蛮好的，没有强制消费，真的非常值，推荐大家有机会一定要来。",2016-07-22,v***9
364,2021-06-24 08:49:09,4219314304,这次旅程非常愉快，导游希希姐非常热情的讲解，九寨沟风景真的很美，冬天再来看一次,2016-07-25,i***3
125,2021-06-23 16:26:22,180309602,好！赞赞赞～,2016-07-26,i***0
238,2021-06-23 17:03:50,2127104418,风景超级美，就冲这个也就值了~,2016-07-26,i***0
362,2021-06-24 08:48:44,4219314304,行程安排妥当，就是最后一天购物时间太长了，住宿环境一般，吃的太差啦……,2016-07-28,张***惜
363,2021-06-24 08:48:46,4219314304,没有强制消费，玩的也很好，导游也很好不甩脾气有耐心，总之都很好，便宜又实惠！,2016-07-28,1***a
360,2021-06-24 08:48:40,4219314304,导游小雷服务大家非常满意。。。。。,2016-07-29,w***4
361,2021-06-24 08:48:42,4219314304,还不错的一次旅行，整个行程还是比较轻松愉快，导游很负责，还每人赠送了一张纪念照片。,2016-07-31,x***7
237,2021-06-23 17:03:48,2770153335,一次十分愉快的旅行，不光游览了美景而且增加了见识。小蒋导游，不但服务热情周到而且知识渊博，对待游客像对待自己的亲人一样。中间无任何二次收费现象，司机师傅，技术好。总体非常满意，可以说物美价廉！,2016-08-02,z***8
359,2021-06-24 08:48:38,4219314304,首先，这是一个既不正规与负责的旅游团，出发前一晚10点半才收到出发信息，并次日说好的6点半出发，却在7点派来了一辆违规的小巴，被警察抓了个正着！晚上11点才到九寨，吃的全是萝卜白菜，项目送了一个藏族晚会，却被导游忽悠交钱去看更好的，说什么理解他，帮助他，他的工作是不收一分钱的.在回来的途中，被带到各种地方买各种东西，浪费时间，不买就不搭理你了。反正这个导游和旅游团说的最多的就是相互理解，却不知道理解顾客，反正这是一次最坑的旅游了，不如自己去。,2016-08-02,l***1
123,2021-06-23 16:26:18,180309602,导游服务热情，吃饭住宿都很满意，行程安排合理，有机会还会来的。,2016-08-03,z***8
357,2021-06-24 08:48:34,4219314304,这个团除了便宜，其他真心不推荐。第一天司机居然就走错路，本来该八点半到达熊猫乐园的，结果九点半才到。大约11点出发往汶川走，刚上车导游就一个劲的强调这个是散客拼团，是低价团，公司是赔本的，是购物团，要消费。本来赠送的晚会不会去，让大家每人交200看其他晚会。不交钱的后续服务就不保证。。。天啊，居然敢这样说话，真是够了。结果时间不够，没去羌寨，直接去的薰衣草，到薰衣草的时候都七点了，天气已晚还怎么拍照。第一天本来司机迟到了，还强制去了两三个休息点，其实也是配合的购物地方。第二天全天在景区没有赠送晚会，晚餐特差。第三天，去了四个购物点，必须下车，导游又开始强调这个是低价团，每人要消费1000公司才不会亏本，我带着小孩，小孩在睡觉，不想下车，也不行，必须强行下车，下车后小孩一直哭，司机也没让我们在车上休息。我们只有坐在路边等，一个购物点至少要一个半小时。。。体验太差了。导游说话经常威胁人的语气。。。,2016-08-04,w***4
358,2021-06-24 08:48:36,4219314304,导游很负责，人很好，三天行程有点累，坐车时间长,2016-08-04,j***3
356,2021-06-24 08:48:32,4219314304,导游人非常好，对我们非常热情！行程安排的很满！总得来说还是很不错的！,2016-08-11,a***0
354,2021-06-24 08:48:28,4219314304,不好。住宿差。卫生条件差   说好的准四星呢。餐饮差。早餐就是白粥小馒头。回程的时候全是购物点。 还有自费项目。到了景区自己转。导游都不带进去。,2016-08-15,l***2
349,2021-06-24 08:47:57,4219314304,总评勉强给个中评纯属讲良心，几个景点的风景倒是都很不错，尤其是九寨沟非常值得推荐，但是这次团里大多人主要对导游及服务很不满意。现将大多人一致的看法理性客观总结如下：1.随意减少景点、更改计划行程。这次减少了“松潘古城”景点没停留，没有“藏式土火锅”，把计划中第一天的进藏家改到第二天，把第二天的看晚会改到第一天，并大打折扣。2.忽悠收费升级。第一天途中就不经同意略带强迫直接人均收费150元说是升级吃藏家 看晚会，在遭遇部分人坚决**后，导游、司机都不高兴，此后服务大打折扣，没有好脸色，纯属勉强应付，全程除了必要的提醒就一路无话，没啥景区、人文等解说，到了景点都是我们自己各自进景点，也无人带路解说，导游在外面等候，感觉像半自助游而非跟团游，有团友称遭遇自己史上最差导游服务，司机开车也不再如最初小心翼翼，不顾急刹、弯道高速引起晕车，此后不到时间不提前开车门、停车休息不到出发时间不开空调（这些情况原本是导游收费之前描述别的司机的，来凸显我们车司机技术好服务好）。3.实际行程没有计划的安排合理 周到。我们3天来每天都是5点多起床6点左右出发，知道22点多才到目的地，入睡时已接近零点了，每天严重睡眠不足。熊猫基地停留不到1小时 不够步行转完景点好好看熊猫，薰衣草庄园停留不到20分勉强够拍照时间，但是紧接着就让我们在附近黑帐篷看晚会，我们去时已开演半天了，这个原本网页计划第二天看的，结果第二天不说清楚，说是17点半**看晚会，结果只让另交钱的人看，其余人一直等到19点多才去进藏家。4.把一个团人分成两拨搞不同待遇。自行收费150元后，第二天九寨沟自行游玩后，交费人又看一次晚会，其余人只能干等，进藏家家访时又分为不同地方，不交费人很多团的人都挤在一个房间，仅2碟泡菜一盘烤羊肉，都吃不成，烤肉甚至都没熟嚼不烂，青稞酒油茶都难以下咽，没有所谓土火锅，没人跳舞只有两个人唱了三首歌就忙着招呼交费的人，交费的人上的好酒菜不说，还有姑娘一直唱歌跳舞陪着吃了好久，我们其余人都陪着在外面干等，我们倒不奢望好吃的，但都想了解风土人情体验当地文化，但是没人跳舞没人谅解，只是推销歌碟和卖照片。唉！算了，其余还有很多不满写不完也懒得吐槽了…,2016-08-17,g***6
353,2021-06-24 08:48:05,4219314304,报团前两天我就打电话核实过的，【娱乐】：赠送自费项目：藏羌风情晚会、走进藏家家访及土火锅。第一天送土火锅，第二天17：00出景区后前往欣赏藏羌风情晚会，可是在路上导游就开始让我们每个人交150元说是升级才有土火锅跟藏羌风情晚会，少部分人交钱后晚上参加了藏羌风情晚会，然后就一直让我们在外面等他们看完，看完后进臧家外面又被分到不同的房间，就一盘萝卜丝，一盘小馒头，一份手抓牛肉，基本没有什么吃的，其实吃都无所谓了，最让人不理解的是外面这么多没有交钱的人全部在外面等他们看完藏羌风情晚会，吃差一点我们都无所谓但是不应该连藏羌风情晚会也不让我们看吧？毕竟去九寨沟的人都想看看当地的藏羌风情晚会吧？真的不知道你们这样坑团有什么意思？我还先打电话问好了才报的团，这样有意思吗？,2016-08-17,k***9
355,2021-06-24 08:48:30,4219314304,获得不少见识和风景，很美，住宿很好,2016-08-17,p***5
352,2021-06-24 08:48:03,4219314304,导游和司机都很好，各个项目安排紧凑，住宿很好，有热水，空调，电视，吃的一般，地方区别，口味不好,2016-08-20,Z***哈
122,2021-06-23 16:26:15,180309602,导游服务很好 很细心 讲解详细 服务热情 旅途中有困难找她都很热心的帮我们解决了 一路上对我们大家也是照顾周到 ，每次用餐都会问我们菜够吗 吃的还习惯吗 不错的导游,2016-08-22,z***7
236,2021-06-23 17:03:46,3707919908,特别满意的一次旅行，性价比蛮高的了，出发前比较了很多家，最终选了这家，证明我的选择没有错 ，导游的态度特别好 ，对少数民俗文化也了解渗透，整个行程中出来景色美之外就是咱们导游的服务给我留下了非常深刻的印象，知识渊博 太崇拜我们导游了,2016-08-22,z***7
119,2021-06-23 16:25:45,180309602,整个行程很紧凑，导游也不错，唯一不好的就是餐饮8太差了，3天下来每顿菜都是一样的，还难吃。九寨沟风景真的很美，值得一去哦！总的说来是一次不错的出行！,2016-08-23,k***2
351,2021-06-24 08:48:01,4219314304,玩得非常愉快,2016-08-23,h***y
120,2021-06-23 16:25:49,2231027734,行程安排紧凑也不累，有**张导带团各方面都很周到，讲解恰到好处给本次出游增添不少乐趣和知识，让我们了解了很多藏族羌族的知识。国内外游也好多次了，这次特别满意。,2016-08-25,y***0
121,2021-06-23 16:25:52,180309602,司机师傅与导游**的服务十分满意。车行平稳可靠，准时守时。导游风趣开朗，服务热情。虽然餐饮相对简陋，但考虑到高原的特殊情况，也还能接受。希望以后能有更新更完美的行程路线享受。,2016-08-25,y***0
350,2021-06-24 08:47:59,4219314304,玩得非常愉快,2016-08-25,b***4
348,2021-06-24 08:47:55,4219314304,景美价廉，藏家拉姆和多吉非常热情，玩的非常开心，下次还想来。,2016-08-29,k***8
116,2021-06-23 16:25:39,180309602,非常满意，行程安排的很合理，导游服务态度非常好。,2016-09-01,d***0
117,2021-06-23 16:25:41,2231027734,非常非常好，导游服务也很好，服务周到,2016-09-01,d***0
118,2021-06-23 16:25:43,1010618456,景区的景色，管理，服务绝对ok管理很规范，导游车，很多，不会等太久，服务人员也很多,2016-09-01,d***0
233,2021-06-23 17:03:11,3707919908,总的来说不错 风景很美很美 ,2016-09-01,d***0
